applicant_id,age,income,employment_type,credit_history,loan_amount,application_date,default
APP1242,41,10175.0,Unemployed,1.0,20000.0,2024-05-07,1
APP1245,36,13575.0,Unemployed,1.0,60003.0,2024-06-07,1
APP1285,48,32654.0,Salaried,1.0,137369.0,2024-07-04,0
APP1232,36,10830.0,Salaried,0.0,26529.0,2024-12-24,1
APP1030,30,53458.0,Self-employed,1.0,333683.0,2025-02-25,1
APP1243,25,25345.0,Salaried,0.0,142624.0,2024-12-10,1
APP1340,27,24320.0,Salaried,1.0,51782.0,2024-09-20,0
APP1553,44,72662.0,Salaried,0.0,415375.0,2024-04-05,0
APP1022,44,12631.0,Salaried,0.0,49190.0,2024-08-17,0
APP1419,31,36265.0,Self-employed,1.0,145349.0,2025-02-20,0
APP1523,21,50013.0,Self-employed,1.0,163726.0,2024-04-10,0
APP1051,33,24545.0,Self-employed,1.0,139488.0,2024-03-22,0
APP1141,33,37883.0,Salaried,1.0,197030.0,2024-01-09,0
APP1422,33,27819.0,Salaried,1.0,111190.0,2024-12-21,0
APP1142,35,392.2104290017088,Salaried,0.0,20000.0,2024-02-29,1
APP1429,48,,Salaried,1.0,194303.0,2025-06-20,0
APP1404,32,,Salaried,1.0,385758.0,2024-06-15,0
APP1436,46,21949.0,Salaried,0.0,60136.0,2025-05-25,1
APP1556,51,25324.0,Salaried,1.0,158418.0,2024-12-18,0
APP1511,52,25470.0,Salaried,1.0,131606.0,2024-05-14,0
APP1367,52,19883.0,Unemployed,1.0,140306.0,2024-01-20,1
APP1425,50,23374.0,Salaried,1.0,46856.0,2024-12-29,0
APP1146,46,43170.0,Self-employed,1.0,156308.0,2024-03-02,0
APP1493,31,421212.0,Salaried,1.0,2421720.0,2025-02-14,0
APP1576,35,38817.0,Salaried,1.0,216641.0,2024-10-25,0
APP1508,40,2639.0,Unemployed,1.0,70375.0,2024-10-02,1
APP1159,27,47187.0,Self-employed,1.0,168403.0,2024-04-10,0
APP1055,30,24785.0,Unemployed,0.0,103930.0,2024-10-18,1
APP1115,34,64138.0,Self-employed,1.0,300705.0,2025-01-15,0
APP1470,50,24229.0,Salaried,1.0,102169.0,2024-03-14,0
APP1521,21,29155.0,Salaried,1.0,31739.0,2024-10-25,0
APP1526,46,33200.0,Salaried,1.0,172497.0,2025-01-27,0
APP1591,47,,Self-employed,1.0,307476.0,2024-02-13,0
APP1377,29,46567.0,Salaried,1.0,224029.0,2024-06-24,0
APP1546,52,26887.0,Salaried,1.0,173368.0,2024-12-30,0
APP1351,35,28730.0,Self-employed,1.0,128312.0,2024-10-15,1
APP1179,34,122865.0,Salaried,1.0,576625.0,2025-06-18,0
APP1166,30,15473.0,Salaried,1.0,158979.0,2024-05-17,0
APP1046,47,51478.0,Salaried,1.0,325175.0,2024-05-28,0
APP1330,44,44719.0,Salaried,1.0,178540.0,2024-03-24,0
APP1303,40,56147.0,Self-employed,1.0,178797.0,2024-02-22,0
APP1501,49,36390.0,Salaried,1.0,34871.0,2025-03-06,0
APP1583,23,37533.0,Salaried,1.0,251043.0,2025-06-21,0
APP1506,44,5639.0,Unemployed,0.0,20000.0,2025-01-09,1
APP1082,29,57194.0,Salaried,1.0,186213.0,2024-02-25,0
APP1597,42,35568.0,Salaried,1.0,104274.0,2024-04-20,0
APP1023,41,23495.0,Salaried,1.0,129619.0,2024-09-27,0
APP1273,41,2830.0,Unemployed,1.0,20000.0,2025-03-25,1
APP1571,42,85856.0,Self-employed,0.0,396980.0,2024-03-13,1
APP1455,60,67013.0,Salaried,1.0,177854.0,2024-09-13,0
APP1590,36,16576.0,Salaried,1.0,87419.0,2024-09-29,0
APP1038,39,48190.0,Self-employed,,152761.0,2025-01-29,0
APP1289,38,57231.0,Salaried,1.0,270849.0,2024-10-07,0
APP1235,42,13138.0,Self-employed,1.0,130534.0,2025-05-23,1
APP1588,49,28458.0,Salaried,1.0,110678.0,2025-05-06,0
APP1010,37,24359.0,Salaried,0.0,27383.0,2024-06-18,1
APP1249,24,30809.0,Self-employed,1.0,141666.0,2024-02-16,0
APP1240,44,3773.0,Unemployed,1.0,97640.0,2024-04-13,0
APP1452,24,43609.0,Salaried,1.0,302880.0,2024-10-15,0
APP1032,32,52400.0,Salaried,1.0,339035.0,2024-03-11,0
APP1551,42,18941.0,Self-employed,1.0,88965.0,2025-04-24,1
APP1292,40,7589.0,Self-employed,1.0,20000.0,2024-05-15,0
APP1025,49,55856.0,Self-employed,1.0,389990.0,2024-07-16,1
APP1172,28,30458.0,Salaried,1.0,50995.0,2024-11-12,0
APP1595,52,123533.0,Salaried,0.0,345976.0,2025-02-12,0
APP1256,40,6117.0,Unemployed,1.0,58185.0,2025-03-31,1
APP1301,64,7150.0,Salaried,1.0,20000.0,2024-10-02,0
APP1236,34,36817.0,Salaried,0.0,29619.0,2024-06-27,1
APP1459,54,10651.0,Salaried,1.0,20000.0,2024-07-25,0
APP1089,52,31859.0,Salaried,1.0,141248.0,2025-01-27,1
APP1065,46,52990.0,Salaried,1.0,295725.0,2024-11-16,1
APP1353,33,67896.0,Salaried,1.0,352856.0,2025-06-10,0
APP1319,48,12241.0,Salaried,1.0,81825.0,2025-04-20,0
APP1293,30,49706.0,Salaried,1.0,238353.0,2024-08-10,0
APP1271,36,8800.0,Self-employed,1.0,65276.0,2025-01-30,1
APP1404,32,,Salaried,1.0,385758.0,2024-06-15,0
APP1513,56,38511.0,Self-employed,1.0,141162.0,2024-04-14,1
APP1192,21,6837.0,Unemployed,0.0,33607.0,2024-01-20,1
APP1435,49,76244.0,Self-employed,1.0,326417.0,2024-11-01,0
APP1040,53,44487.0,Salaried,0.0,176731.0,2024-10-16,1
APP1499,52,,Unemployed,1.0,92536.0,2024-08-16,1
APP1294,32,14020.0,Salaried,1.0,39578.0,2024-01-03,0
APP1252,25,41712.0,Self-employed,1.0,142897.0,2025-02-22,1
APP1259,42,40409.0,Salaried,1.0,202395.0,2024-08-17,0
APP1380,38,27122.0,Salaried,1.0,70578.0,2024-04-11,0
APP1313,56,6655.0,Unemployed,1.0,42322.0,2024-03-13,0
APP1056,41,26772.0,Salaried,1.0,96593.0,2025-03-28,0
APP1258,33,63871.0,Salaried,1.0,178909.0,2024-04-21,0
APP1071,21,15828.0,Salaried,1.0,69629.0,2024-10-11,0
APP1557,40,12585.0,Salaried,1.0,121675.0,2025-03-11,0
APP1187,55,26583.0,Salaried,1.0,108062.0,2025-04-01,0
APP1090,21,27033.0,Salaried,1.0,68731.0,2025-06-17,0
APP1300,29,21653.0,Salaried,1.0,165617.0,2024-05-18,0
APP1054,38,21098.0,Salaried,1.0,134618.0,2024-09-26,0
APP1477,57,11241.0,Salaried,1.0,40727.0,2024-12-27,0
APP1284,55,24017.0,Salaried,1.0,68091.0,2024-04-13,0
APP1441,44,22029.0,Unemployed,1.0,122461.0,2024-09-13,0
APP1066,21,54614.0,Salaried,1.0,174971.0,2025-05-11,0
APP1248,31,8199.0,Unemployed,1.0,69286.0,2024-01-23,1
APP1204,40,22281.0,Self-employed,1.0,63793.0,2024-10-04,0
APP1291,31,13139.0,Salaried,1.0,116457.0,2024-01-19,0
APP1445,30,11251.0,Unemployed,1.0,20000.0,2025-01-23,0
APP1261,49,4019.0,Unemployed,0.0,20000.0,2025-01-12,1
APP1120,46,29157.0,Self-employed,1.0,208793.0,2025-05-19,1
APP1339,25,,Salaried,1.0,174355.0,2024-02-12,0
APP1529,38,44356.0,Self-employed,1.0,252318.0,2025-03-22,0
APP1322,31,17763.0,Self-employed,1.0,25051.0,2024-03-17,0
APP1173,37,27423.0,Salaried,1.0,140696.0,2024-09-22,0
APP1560,55,36664.0,Self-employed,1.0,138571.0,2025-02-15,0
APP1559,31,34037.0,Self-employed,1.0,21327.0,2024-08-12,1
APP1515,24,22226.0,Salaried,1.0,217538.78555275642,2025-06-05,1
APP1451,38,23173.0,Salaried,1.0,93938.0,2024-05-23,0
APP1118,41,29594.0,Self-employed,1.0,85200.0,2024-03-22,0
APP1119,36,28726.0,Salaried,1.0,93197.0,2024-12-28,0
APP1528,28,17006.0,Salaried,1.0,77792.0,2024-04-01,0
APP1401,32,1610.0,Unemployed,1.0,20000.0,2024-11-24,0
APP1324,37,6047.0,Unemployed,1.0,63036.0,2025-03-17,1
APP1138,43,21359.0,Salaried,1.0,126996.0,2024-10-07,0
APP1145,42,62961.0,Salaried,0.0,333225.0,2024-06-17,0
APP1148,47,31801.0,Salaried,0.0,110518.0,2025-03-17,1
APP1244,47,34443.0,Salaried,1.0,230105.0,2025-06-14,0
APP1446,42,5161.0,Unemployed,1.0,20000.0,2025-04-27,1
APP1162,39,21415.0,Self-employed,1.0,39937.0,2024-10-03,0
APP1416,36,57420.0,Salaried,1.0,334316.0,2025-01-27,0
APP1323,36,52678.0,Salaried,1.0,322853.0,2024-03-17,1
APP1472,32,83828.0,Salaried,1.0,478803.0,2025-05-11,0
APP1150,42,6571.0,Unemployed,1.0,28522.0,2024-06-12,1
APP1304,29,19533.0,Self-employed,1.0,38501.0,2024-04-19,0
APP1463,40,,Salaried,1.0,87252.0,2024-08-08,0
APP1213,53,18085.0,Salaried,1.0,43000.0,2025-06-03,0
APP1031,24,37666.0,Salaried,1.0,228514.0,2024-02-26,1
APP1519,31,14099.0,Salaried,1.0,89725.0,2024-06-06,0
APP1277,28,68296.0,Self-employed,1.0,335786.0,2024-09-30,0
APP1020,54,54076.0,Self-employed,1.0,130204.0,2024-09-09,0
APP1113,28,54368.0,Self-employed,0.0,181849.0,2024-08-01,1
APP1355,29,23102.0,Self-employed,1.0,129551.0,2025-05-24,0
APP1000,33,21968.0,Salaried,1.0,84366.0,2024-03-19,0
APP1217,21,57856.0,Self-employed,1.0,255951.0,2024-05-26,0
APP1381,40,52209.0,Self-employed,1.0,194860.0,2024-11-05,0
APP1283,48,25176.0,Salaried,0.0,161675.0,2024-01-31,1
APP1220,24,86141.0,Self-employed,1.0,386814.0,2024-05-18,0
APP1337,40,32695.0,Self-employed,1.0,136509.0,2025-03-25,0
APP1525,46,19041.0,Salaried,1.0,102532.0,2024-11-27,0
APP1002,37,27850.0,Self-employed,1.0,161050.0,2024-06-24,0
APP1577,21,5233.0,Unemployed,1.0,21527.0,2024-03-16,1
APP1058,36,47980.0,Salaried,0.0,501887.1019345605,2024-11-06,1
APP1378,28,69846.0,Self-employed,1.0,174663.0,2024-11-12,0
APP1318,44,13981.0,Salaried,1.0,50141.0,2024-04-15,0
APP1004,32,40094.0,Salaried,1.0,112723.0,2024-09-02,0
APP1343,45,17424.0,Salaried,1.0,85312.0,2024-01-16,0
APP1327,25,32639.0,Self-employed,1.0,190259.0,2025-01-16,0
APP1074,41,28470.0,Self-employed,1.0,151466.0,2024-07-05,1
APP1191,35,23140.0,Self-employed,1.0,105580.0,2025-04-23,0
APP1561,40,172165.0,Salaried,,762393.0,2024-04-27,0
APP1542,56,41795.0,Salaried,1.0,170945.0,2024-10-14,0
APP1489,37,27416.0,Self-employed,1.0,24145.0,2024-01-11,0
APP1080,31,30163.0,Self-employed,1.0,58989.0,2025-01-05,0
APP1593,22,51131.0,Salaried,1.0,157033.0,2024-12-14,0
APP1026,37,24544.0,Salaried,1.0,136817.0,2024-11-18,0
APP1390,40,4443.0,Unemployed,0.0,30506.0,2024-05-12,1
APP1216,50,54188.0,Salaried,1.0,183067.0,2024-04-23,0
APP1385,36,46927.0,Self-employed,1.0,164652.0,2024-12-03,0
APP1484,40,15624.0,Salaried,1.0,97185.0,2024-08-02,0
APP1057,37,33510.0,Salaried,0.0,84550.0,2024-01-24,0
APP1426,63,44237.0,Salaried,0.0,262948.0,2025-02-05,1
APP1108,47,13846.0,Salaried,1.0,125140.0,2024-07-29,1
APP1270,40,275.99515106036057,Self-employed,1.0,30017.0,2024-09-26,0
APP1147,29,23478.0,Salaried,0.0,94239.0,2024-12-14,1
APP1228,33,45373.0,Self-employed,1.0,228121.0,2024-03-08,1
APP1014,33,,Salaried,0.0,132700.0,2024-05-25,1
APP1174,39,75627.0,Self-employed,1.0,449159.0,2024-03-05,0
APP1333,43,70181.0,Salaried,1.0,367272.0,2024-05-31,0
APP1114,21,43716.0,Self-employed,1.0,154702.0,2024-11-23,0
APP1165,40,127948.0,Self-employed,1.0,472996.0,2024-11-12,0
APP1509,45,38893.0,Self-employed,1.0,252428.0,2024-11-30,0
APP1565,42,55918.0,Salaried,1.0,359141.0,2025-01-16,0
APP1059,29,39051.0,Salaried,1.0,197485.0,2025-04-05,0
APP1518,46,11863.0,Unemployed,1.0,20000.0,2024-10-21,0
APP1086,46,33345.0,Self-employed,1.0,94683.0,2025-01-10,1
APP1164,43,18780.0,Salaried,0.0,92986.0,2024-07-06,1
APP1098,50,20922.0,Salaried,1.0,73122.0,2024-05-25,0
APP1509,45,38893.0,Self-employed,1.0,252428.0,2024-11-30,0
APP1168,57,42133.0,Salaried,0.0,152106.0,2024-04-14,1
APP1406,40,27553.0,Salaried,1.0,96206.0,2024-10-05,0
APP1041,43,28442.0,Salaried,1.0,117507.0,2025-01-10,0
APP1369,34,18740.0,Salaried,1.0,128737.0,2024-03-13,0
APP1316,45,27035.0,Salaried,1.0,156006.0,2024-03-17,0
APP1580,33,24733.0,Salaried,1.0,170920.0,2024-05-01,0
APP1079,26,38156.0,Salaried,0.0,144275.0,2024-01-26,1
APP1346,47,20348.0,Self-employed,1.0,66713.0,2024-02-28,0
APP1028,22,24912.0,Salaried,1.0,82918.0,2024-07-21,0
APP1278,42,27524.0,Self-employed,1.0,110718.0,2024-01-20,0
APP1458,40,20045.0,Salaried,0.0,64735.0,2025-02-03,0
APP1408,53,2743.0,Unemployed,1.0,20000.0,2025-02-03,0
APP1305,45,9565.0,Unemployed,1.0,64381.0,2024-01-04,1
APP1084,48,41298.0,Salaried,0.0,242446.0,2024-04-15,1
APP1062,43,104710.0,Self-employed,1.0,358854.0,2025-06-21,0
APP1594,53,64488.0,Self-employed,1.0,119462.0,2024-11-25,0
APP1136,39,31507.0,Salaried,1.0,159213.0,2024-03-11,1
APP1111,34,113762.0,Salaried,1.0,427965.0,2024-12-02,0
APP1194,36,33812.0,Salaried,1.0,170813.0,2024-10-19,0
APP1375,35,25534.0,Salaried,0.0,89696.0,2024-09-28,0
APP1043,36,3829.0,Unemployed,1.0,20000.0,2024-07-31,1
APP1370,34,16737.0,Salaried,1.0,25570.0,2024-12-08,1
APP1129,61,12534.0,Salaried,1.0,62786.0,2025-01-28,0
APP1539,31,48882.0,Salaried,1.0,178715.0,2025-04-10,0
APP1218,35,25019.0,Self-employed,1.0,102954.0,2024-06-14,1
APP1096,39,17236.0,Salaried,1.0,77475.0,2024-04-14,0
APP1124,23,17262.0,Salaried,0.0,97725.0,2025-02-05,0
APP1567,32,13480.0,Salaried,1.0,124048.0,2024-08-31,0
APP1510,37,35945.0,Self-employed,0.0,234492.0,2024-01-31,1
APP1177,53,13997.0,Salaried,1.0,20000.0,2024-05-12,0
APP1344,38,57540.0,Salaried,1.0,223833.0,2024-11-29,0
APP1446,42,5161.0,Unemployed,1.0,20000.0,2025-04-27,1
APP1566,43,31644.0,Salaried,1.0,173809.0,2025-01-24,0
APP1103,34,102625.0,Salaried,1.0,383749.0,2024-01-07,0
APP1081,38,70689.0,Self-employed,1.0,293614.0,2025-01-19,0
APP1417,30,21261.0,Salaried,1.0,127359.0,2024-10-26,0
APP1405,44,54825.0,Self-employed,1.0,196927.0,2024-01-23,0
APP1264,34,21800.0,Self-employed,1.0,36681.0,2024-04-14,0
APP1532,53,12286.0,Unemployed,0.0,113784.0,2024-06-16,1
APP1227,27,27341.0,Salaried,1.0,36323.0,2024-04-24,0
APP1275,30,41356.0,Salaried,1.0,170877.0,2024-09-09,0
APP1371,53,10082.0,Salaried,1.0,68914.0,2024-05-12,0
APP1263,40,,Salaried,1.0,134559.0,2025-02-24,0
APP1461,41,30295.0,Self-employed,1.0,116106.0,2025-04-08,0
APP1253,56,29584.0,Salaried,1.0,102251.0,2024-03-25,0
APP1171,33,27684.0,Salaried,1.0,179901.0,2024-12-19,0
APP1237,50,117143.0,Salaried,1.0,730246.0,2025-04-21,0
APP1386,38,42812.0,Salaried,1.0,167142.0,2024-01-10,0
APP1139,41,10847.0,Unemployed,1.0,36257.0,2024-06-10,1
APP1267,21,54230.0,Self-employed,1.0,397819.0,2024-05-11,1
APP1540,28,1586.0,Unemployed,0.0,22137.0,2024-01-30,1
APP1364,39,21860.0,Unemployed,1.0,113436.0,2024-03-28,0
APP1212,35,31829.0,Self-employed,0.0,209626.0,2024-02-22,0
APP1198,35,11497.0,Self-employed,1.0,57312.0,2025-01-21,1
APP1388,27,37696.0,Self-employed,1.0,92214.0,2025-05-01,0
APP1015,32,35975.0,Salaried,,199453.0,2025-02-28,0
APP1163,45,34664.0,Salaried,1.0,194160.0,2024-03-05,0
APP1428,33,76867.0,Salaried,1.0,236689.0,2024-08-16,0
APP1395,33,7827.0,Unemployed,1.0,105906.0,2024-09-27,0
APP1403,43,47852.0,Self-employed,1.0,299448.0,2024-02-10,0
APP1037,53,29130.0,Salaried,1.0,168689.0,2024-05-12,0
APP1586,55,30131.0,Salaried,1.0,85384.0,2025-01-10,0
APP1206,32,40420.0,Salaried,1.0,289222.0,2024-12-15,0
APP1295,24,26275.0,Salaried,1.0,151226.0,2024-08-23,0
APP1431,56,65638.0,Self-employed,0.0,271587.0,2025-02-08,1
APP1073,38,17290.0,Self-employed,0.0,66169.0,2024-05-17,1
APP1383,28,87372.0,Self-employed,1.0,500981.0,2025-05-09,0
APP1104,42,9045.0,Unemployed,1.0,80105.0,2025-04-08,1
APP1384,48,44572.0,Self-employed,1.0,126915.0,2024-12-26,0
APP1016,35,28975.0,Salaried,1.0,187460.0,2024-11-09,1
APP1091,30,44178.0,Self-employed,1.0,113377.0,2024-04-19,0
APP1088,43,29619.0,Self-employed,1.0,122038.0,2024-03-31,0
APP1407,23,15163.0,Salaried,0.0,120943.0,2025-04-13,1
APP1205,37,28834.0,Salaried,1.0,140410.0,2024-05-09,0
APP1102,33,20364.0,Salaried,0.0,41567.0,2024-08-26,0
APP1238,27,24134.0,Self-employed,1.0,56857.0,2025-02-17,1
APP1437,43,169366.0,Self-employed,1.0,952484.0,2024-03-29,1
APP1246,33,20590.0,Salaried,0.0,54015.0,2025-06-21,1
APP1157,37,21209.0,Self-employed,0.0,142566.0,2024-04-13,1
APP1326,40,43168.0,Salaried,1.0,103832.0,2024-09-01,0
APP1133,30,26277.0,Salaried,1.0,88205.0,2025-05-20,0
APP1392,41,22231.0,Salaried,1.0,73926.0,2024-02-26,0
APP1410,32,21606.0,Salaried,1.0,91727.0,2024-01-13,0
APP1018,23,31016.0,Salaried,1.0,135879.0,2024-05-07,0
APP1466,49,58196.0,Salaried,0.0,197619.0,2025-02-02,0
APP1568,38,13539.0,Unemployed,1.0,20000.0,2025-04-12,1
APP1449,51,29677.0,Salaried,1.0,179486.0,2025-06-04,0
APP1274,33,15286.0,Salaried,1.0,20000.0,2024-11-26,0
APP1455,60,67013.0,Salaried,1.0,177854.0,2024-09-13,0
APP1533,47,24298.0,Salaried,1.0,64219.0,2025-03-10,0
APP1311,31,27250.0,Salaried,1.0,118099.0,2024-07-23,0
APP1397,32,75828.0,Salaried,1.0,334319.0,2024-04-20,0
APP1482,28,39438.0,Salaried,1.0,165884.0,2024-12-11,0
APP1268,25,,Salaried,1.0,117715.0,2025-01-16,1
APP1034,55,8951.0,Unemployed,0.0,82458.0,2025-05-28,1
APP1181,21,73241.0,Salaried,1.0,314713.0,2025-01-03,0
APP1184,25,40658.0,Salaried,1.0,336828.0,2024-05-02,0
APP1207,33,49028.0,Self-employed,1.0,258724.0,2024-04-15,1
APP1094,42,113151.0,Self-employed,0.0,594564.0,2024-06-16,1
APP1548,39,20842.0,Salaried,1.0,136494.0,2024-05-10,0
APP1411,34,9313.0,Unemployed,1.0,41578.0,2024-02-21,1
APP1122,40,11718.0,Salaried,1.0,42344.0,2025-05-18,0
APP1464,34,4530.0,Unemployed,1.0,20000.0,2024-05-31,1
APP1078,37,72225.0,Salaried,0.0,279598.0,2025-02-19,0
APP1350,34,51422.0,Salaried,1.0,257185.0,2024-09-02,0
APP1061,46,36342.0,Salaried,1.0,179058.0,2025-03-13,0
APP1251,44,18139.0,Salaried,1.0,84606.0,2024-05-23,0
APP1125,49,16204.0,Salaried,1.0,72349.0,2024-06-24,0
APP1433,34,11289.0,Salaried,1.0,39051.0,2024-11-15,0
APP1430,45,33644.0,Salaried,1.0,221190.0,2024-09-24,0
APP1589,38,38132.0,Salaried,0.0,180823.0,2024-12-21,0
APP1347,33,39941.0,Salaried,1.0,230089.0,2024-06-25,0
APP1478,24,12561.0,Unemployed,1.0,148531.0,2024-04-02,1
APP1547,47,81933.0,Self-employed,1.0,372149.0,2024-09-25,1
APP1382,54,32607.0,Self-employed,1.0,94895.0,2024-10-18,0
APP1067,43,78229.0,Self-employed,1.0,454333.0,2024-06-11,0
APP1024,65,67875.0,Salaried,1.0,338832.0,2025-02-18,0
APP1447,34,18812.0,Self-employed,1.0,120225.0,2024-05-26,0
APP1491,27,36818.0,Self-employed,1.0,214234.0,2024-01-15,0
APP1599,41,24484.0,Salaried,1.0,190071.0,2025-03-08,0
APP1126,41,48241.0,Self-employed,1.0,238043.0,2025-04-11,1
APP1538,36,37802.0,Salaried,0.0,254238.0,2024-10-04,1
APP1334,37,30261.0,Salaried,1.0,98447.0,2024-06-06,0
APP1394,32,58751.0,Salaried,1.0,247950.0,2024-12-14,0
APP1178,36,5968.0,Unemployed,1.0,40093.0,2025-06-23,1
APP1544,32,26155.0,Self-employed,1.0,92088.0,2024-08-21,0
APP1555,33,25879.0,Salaried,1.0,216793.0,2024-12-30,1
APP1135,29,17456.0,Salaried,0.0,170630.0,2024-08-02,1
APP1223,56,36913.0,Salaried,1.0,101566.0,2024-06-26,0
APP1592,45,26824.0,Salaried,1.0,136563.0,2024-05-02,0
APP1558,59,72458.0,Self-employed,1.0,426565.0,2024-03-23,0
APP1570,55,83309.0,Salaried,1.0,265888.0,2024-07-28,0
APP1093,36,13467.0,Salaried,1.0,73906.0,2024-12-21,0
APP1471,23,17248.0,Unemployed,0.0,126371.0,2024-12-20,1
APP1069,44,1829.0,Unemployed,1.0,69570.0,2024-10-21,0
APP1036,38,28584.0,Salaried,0.0,44168.0,2024-02-12,1
APP1296,29,21786.0,Self-employed,1.0,132893.0,2025-04-09,0
APP1160,62,25280.0,Salaried,1.0,169254.0,2025-06-05,0
APP1362,41,30680.0,Salaried,1.0,126450.0,2024-09-02,0
APP1011,36,4535.0,Unemployed,1.0,44035.0,2025-03-30,1
APP1144,34,33629.0,Salaried,1.0,190752.0,2024-10-13,1
APP1496,36,28139.0,Salaried,1.0,147215.0,2024-01-17,0
APP1127,34,65431.0,Self-employed,1.0,402358.0,2024-07-19,0
